시도,시군구,제조사,모델,보조금,지역코드
강원특별자치도,평창군,현대자동차,아이오닉6 롱레인지 AWD 18인치,971.0,14
강원특별자치도,평창군,현대자동차,아이오닉6 롱레인지 AWD 20인치,913.0,14
강원특별자치도,평창군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,794.0,14
강원특별자치도,평창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,883.0,14
강원특별자치도,평창군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),800.0,14
강원특별자치도,평창군,현대자동차,아이오닉5 N,347.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,945.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,941.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,933.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,893.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,932.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,906.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,860.0,14
강원특별자치도,평창군,현대자동차,Electrified G80 AWD 19인치(2025),411.0,14
강원특별자치도,평창군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,805.0,14
강원특별자치도,평창군,현대자동차,Electrified GV70 AWD 20인치(2025),374.0,14
강원특별자치도,평창군,현대자동차,Electrified GV70 AWD 19인치(2025),398.0,14
강원특별자치도,평창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),883.0,14
강원특별자치도,평창군,현대자동차,아이오닉9 성능형 AWD,414.0,14
강원특별자치도,평창군,현대자동차,아이오닉9 항속형 AWD,413.0,14
강원특별자치도,평창군,현대자동차,아이오닉9 항속형 2WD,417.0,14
강원특별자치도,평창군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),371.0,14
강원특별자치도,평창군,현대자동차,GV60 스탠다드 AWD 20인치(2025),398.0,14
강원특별자치도,평창군,현대자동차,GV60 스탠다드 AWD 19인치(2025),414.0,14
강원특별자치도,평창군,현대자동차,GV60 스탠다드 2WD 19인치(2025),434.0,14
강원특별자치도,평창군,기아,The all-new Kia Niro EV,837.0,14
강원특별자치도,평창군,기아,EV9 롱레인지 2WD 19인치,411.0,14
강원특별자치도,평창군,기아,EV9 롱레인지 2WD 20인치,408.0,14
강원특별자치도,평창군,기아,EV9 롱레인지 4WD 19인치,387.0,14
강원특별자치도,평창군,기아,EV9 롱레인지 4WD 21인치,396.0,14
강원특별자치도,평창군,기아,EV9 롱레인지 GTL 4WD 21인치,384.0,14
강원특별자치도,평창군,기아,더뉴EV6 롱레인지 4WD 20인치,886.0,14
강원특별자치도,평창군,기아,더뉴EV6 롱레인지 2WD 20인치,926.0,14
강원특별자치도,평창군,기아,더뉴EV6 롱레인지 4WD 19인치,929.0,14
강원특별자치도,평창군,기아,더뉴EV6 롱레인지 2WD 19인치,943.0,14
강원특별자치도,평창군,기아,EV3 롱레인지 2WD 17인치,845.0,14
강원특별자치도,평창군,기아,EV3 롱레인지 2WD 19인치,845.0,14
강원특별자치도,평창군,기아,EV3 스탠다드 2WD,716.0,14
강원특별자치도,평창군,기아,더뉴EV6 GT,347.0,14
강원특별자치도,평창군,기아,더뉴EV6 스탠다드,835.0,14
강원특별자치도,평창군,기아,EV9 스탠다드,362.0,14
강원특별자치도,평창군,기아,EV4 롱레인지 GTL 2WD 19인치,845.0,14
강원특별자치도,평창군,기아,EV4 스탠다드 2WD 19인치,734.0,14
강원특별자치도,평창군,기아,EV4 롱레인지 2WD 17인치,845.0,14
강원특별자치도,평창군,기아,EV4 롱레인지 2WD 19인치,845.0,14
강원특별자치도,평창군,기아,EV4 스탠다드 2WD 17인치,781.0,14
강원특별자치도,평창군,BMW,MINI Cooper SE,453.0,14
강원특별자치도,평창군,BMW,i4 eDrive40,282.0,14
강원특별자치도,평창군,BMW,i4 M50,257.0,14
강원특별자치도,평창군,BMW,iX1 xDrive30,230.0,14
강원특별자치도,평창군,BMW,i4 eDrive40 LCI,279.0,14
강원특별자치도,평창군,BMW,iX2 eDrive20,273.0,14
강원특별자치도,평창군,BMW,MINI Countryman SE ALL4,256.0,14
강원특별자치도,평창군,BMW,MINI Countryman E,271.0,14
강원특별자치도,평창군,BMW,MINI Aceman SE,457.0,14
강원특별자치도,평창군,BMW,i4 M50 LCI,264.0,14
강원특별자치도,평창군,BMW,MINI JCW Aceman E,225.0,14
강원특별자치도,평창군,BMW,MINI JCW E,219.0,14
강원특별자치도,평창군,BMW,MINI Aceman E,457.0,14
강원특별자치도,평창군,테슬라코리아,(단종)Model 3 RWD(2024),273.0,14
강원특별자치도,평창군,테슬라코리아,Model 3 Long Range,302.0,14
강원특별자치도,평창군,테슬라코리아,(단종)Model Y RWD,284.0,14
강원특별자치도,평창군,테슬라코리아,(단종)Model Y Long Range,275.0,14
강원특별자치도,평창군,테슬라코리아,(단종)Model Y Performance,285.0,14
강원특별자치도,평창군,테슬라코리아,Model 3 Performance,279.0,14
강원특별자치도,평창군,테슬라코리아,(단종)Model Y Long Range 19인치,302.0,14
강원특별자치도,평창군,테슬라코리아,Model 3 RWD,278.0,14
강원특별자치도,평창군,테슬라코리아,New Model Y Long Range,309.0,14
강원특별자치도,평창군,테슬라코리아,New Model Y RWD,281.0,14
강원특별자치도,평창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),227.0,14
강원특별자치도,평창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),227.0,14
강원특별자치도,평창군,메르세데스벤츠코리아,EQA250(Facelift),284.0,14
강원특별자치도,평창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),230.0,14
강원특별자치도,평창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),230.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,300.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,302.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,631.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,321.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,631.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,300.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,300.0,14
강원특별자치도,평창군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,329.0,14
강원특별자치도,평창군,케이지모빌리티,토레스 EVX 2WD 18인치,549.0,14
강원특별자치도,평창군,케이지모빌리티,토레스 EVX 2WD 20인치,524.0,14
강원특별자치도,평창군,케이지모빌리티,코란도 EV 2WD,508.0,14
강원특별자치도,평창군,케이지모빌리티,토레스 EVX 18인치,544.0,14
강원특별자치도,평창군,케이지모빌리티,토레스 EVX 20인치,529.0,14
강원특별자치도,평창군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,270.0,14
강원특별자치도,평창군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,211.0,14
강원특별자치도,평창군,볼보자동차코리아,볼보 EX30 Single Motor ER,384.0,14
강원특별자치도,평창군,비와이디코리아,BYD ATTO 3,217.0,14
강원특별자치도,평창군,기아,레이 EV 2WD 14인치 4인승 승용,668.0,14
강원특별자치도,평창군,기아,레이 EV 2WD 14인치 2인승 밴,668.0,14
강원특별자치도,평창군,기아,레이 EV 2WD 14인치 1인승 밴,668.0,14
강원특별자치도,평창군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,731.0,14
강원특별자치도,평창군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,731.0,14
강원특별자치도,평창군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,731.0,14
강원특별자치도,평창군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,731.0,14
강원특별자치도,평창군,쎄보모빌리티,(단종)CEVO-C SE,387.0,14
강원특별자치도,정선군,현대자동차,GV60 스탠다드 2WD 19인치,429.0,10
강원특별자치도,정선군,현대자동차,GV60 스탠다드 AWD 19인치,390.0,10
강원특별자치도,정선군,현대자동차,GV60 스탠다드 AWD 20인치,375.0,10
강원특별자치도,정선군,현대자동차,GV60 퍼포먼스 AWD 21인치,353.0,10
강원특별자치도,정선군,현대자동차,Electrified GV70 AWD 20인치,365.0,10
강원특별자치도,정선군,현대자동차,Electrified GV70 AWD 19인치,389.0,10
강원특별자치도,정선군,현대자동차,아이오닉6 스탠다드 2WD 18인치,896.0,10
강원특별자치도,정선군,현대자동차,아이오닉6 롱레인지 2WD 18인치,971.0,10
강원특별자치도,정선군,현대자동차,아이오닉6 롱레인지 2WD 20인치,962.0,10
강원특별자치도,정선군,현대자동차,아이오닉6 롱레인지 AWD 18인치,971.0,10
강원특별자치도,정선군,현대자동차,아이오닉6 롱레인지 AWD 20인치,913.0,10
강원특별자치도,정선군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,794.0,10
강원특별자치도,정선군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,883.0,10
강원특별자치도,정선군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),800.0,10
강원특별자치도,정선군,현대자동차,아이오닉5 N,347.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,945.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,941.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,933.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,893.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,932.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,906.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,860.0,10
강원특별자치도,정선군,현대자동차,Electrified G80 AWD 19인치(2025),411.0,10
강원특별자치도,정선군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,805.0,10
강원특별자치도,정선군,현대자동차,Electrified GV70 AWD 20인치(2025),374.0,10
강원특별자치도,정선군,현대자동차,Electrified GV70 AWD 19인치(2025),398.0,10
강원특별자치도,정선군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),883.0,10
강원특별자치도,정선군,현대자동차,아이오닉9 성능형 AWD,414.0,10
강원특별자치도,정선군,현대자동차,아이오닉9 항속형 AWD,413.0,10
강원특별자치도,정선군,현대자동차,아이오닉9 항속형 2WD,417.0,10
강원특별자치도,정선군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),371.0,10
강원특별자치도,정선군,현대자동차,GV60 스탠다드 AWD 20인치(2025),398.0,10
강원특별자치도,정선군,현대자동차,GV60 스탠다드 AWD 19인치(2025),414.0,10
강원특별자치도,정선군,현대자동차,GV60 스탠다드 2WD 19인치(2025),434.0,10
강원특별자치도,정선군,기아,The all-new Kia Niro EV,837.0,10
강원특별자치도,정선군,기아,EV9 롱레인지 2WD 19인치,411.0,10
강원특별자치도,정선군,기아,EV9 롱레인지 2WD 20인치,408.0,10
강원특별자치도,정선군,기아,EV9 롱레인지 4WD 19인치,387.0,10
강원특별자치도,정선군,기아,EV9 롱레인지 4WD 21인치,396.0,10
강원특별자치도,정선군,기아,EV9 롱레인지 GTL 4WD 21인치,384.0,10
강원특별자치도,정선군,기아,더뉴EV6 롱레인지 4WD 20인치,886.0,10
강원특별자치도,정선군,기아,더뉴EV6 롱레인지 2WD 20인치,926.0,10
강원특별자치도,정선군,기아,더뉴EV6 롱레인지 4WD 19인치,929.0,10
강원특별자치도,정선군,기아,더뉴EV6 롱레인지 2WD 19인치,943.0,10
강원특별자치도,정선군,기아,EV3 롱레인지 2WD 17인치,845.0,10
강원특별자치도,정선군,기아,EV3 롱레인지 2WD 19인치,845.0,10
강원특별자치도,정선군,기아,EV3 스탠다드 2WD,716.0,10
강원특별자치도,정선군,기아,더뉴EV6 GT,347.0,10
강원특별자치도,정선군,기아,더뉴EV6 스탠다드,835.0,10
강원특별자치도,정선군,기아,EV9 스탠다드,362.0,10
강원특별자치도,정선군,기아,EV4 롱레인지 GTL 2WD 19인치,845.0,10
강원특별자치도,정선군,기아,EV4 스탠다드 2WD 19인치,734.0,10
강원특별자치도,정선군,기아,EV4 롱레인지 2WD 17인치,845.0,10
강원특별자치도,정선군,기아,EV4 롱레인지 2WD 19인치,845.0,10
강원특별자치도,정선군,기아,EV4 스탠다드 2WD 17인치,781.0,10
강원특별자치도,정선군,BMW,MINI Cooper SE,453.0,10
강원특별자치도,정선군,BMW,i4 eDrive40,282.0,10
강원특별자치도,정선군,BMW,i4 M50,257.0,10
강원특별자치도,정선군,BMW,iX1 xDrive30,230.0,10
강원특별자치도,정선군,BMW,i4 eDrive40 LCI,279.0,10
강원특별자치도,정선군,BMW,iX2 eDrive20,249.0,10
강원특별자치도,정선군,BMW,MINI Countryman SE ALL4,236.0,10
강원특별자치도,정선군,BMW,MINI Countryman E,248.0,10
강원특별자치도,정선군,BMW,MINI Aceman SE,457.0,10
강원특별자치도,정선군,BMW,i4 M50 LCI,264.0,10
강원특별자치도,정선군,BMW,MINI JCW Aceman E,225.0,10
강원특별자치도,정선군,BMW,MINI JCW E,219.0,10
강원특별자치도,정선군,BMW,MINI Aceman E,457.0,10
강원특별자치도,정선군,테슬라코리아,(단종)Model 3 RWD(2024),273.0,10
강원특별자치도,정선군,테슬라코리아,Model 3 Long Range,302.0,10
강원특별자치도,정선군,테슬라코리아,(단종)Model Y RWD,284.0,10
강원특별자치도,정선군,테슬라코리아,(단종)Model Y Long Range,275.0,10
강원특별자치도,정선군,테슬라코리아,(단종)Model Y Performance,285.0,10
강원특별자치도,정선군,테슬라코리아,Model 3 Performance,279.0,10
강원특별자치도,정선군,테슬라코리아,(단종)Model Y Long Range 19인치,302.0,10
강원특별자치도,정선군,테슬라코리아,Model 3 RWD,278.0,10
강원특별자치도,정선군,테슬라코리아,New Model Y Long Range,309.0,10
강원특별자치도,정선군,테슬라코리아,New Model Y RWD,281.0,10
강원특별자치도,정선군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),227.0,10
강원특별자치도,정선군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),227.0,10
강원특별자치도,정선군,메르세데스벤츠코리아,EQA250(Facelift),284.0,10
강원특별자치도,정선군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),230.0,10
강원특별자치도,정선군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),230.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,300.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,302.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,631.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,321.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,631.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,300.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,300.0,10
강원특별자치도,정선군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,329.0,10
강원특별자치도,정선군,케이지모빌리티,토레스 EVX 2WD 18인치,549.0,10
강원특별자치도,정선군,케이지모빌리티,토레스 EVX 2WD 20인치,524.0,10
강원특별자치도,정선군,케이지모빌리티,코란도 EV 2WD,508.0,10
강원특별자치도,정선군,케이지모빌리티,토레스 EVX 18인치,544.0,10
강원특별자치도,정선군,케이지모빌리티,토레스 EVX 20인치,529.0,10
강원특별자치도,정선군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,270.0,10
강원특별자치도,정선군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,211.0,10
강원특별자치도,정선군,볼보자동차코리아,볼보 EX30 Single Motor ER,369.0,10
강원특별자치도,정선군,비와이디코리아,BYD ATTO 3,217.0,10
강원특별자치도,정선군,기아,레이 EV 2WD 14인치 4인승 승용,668.0,10
강원특별자치도,정선군,기아,레이 EV 2WD 14인치 2인승 밴,668.0,10
강원특별자치도,정선군,기아,레이 EV 2WD 14인치 1인승 밴,668.0,10
강원특별자치도,정선군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,731.0,10
강원특별자치도,정선군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,731.0,10
강원특별자치도,정선군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,731.0,10
강원특별자치도,정선군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,731.0,10
강원특별자치도,정선군,쎄보모빌리티,(단종)CEVO-C SE,387.0,10
강원특별자치도,철원군,현대자동차,GV60 스탠다드 2WD 19인치,429.0,11
강원특별자치도,철원군,현대자동차,GV60 스탠다드 AWD 19인치,390.0,11
강원특별자치도,철원군,현대자동차,GV60 스탠다드 AWD 20인치,375.0,11
강원특별자치도,철원군,현대자동차,GV60 퍼포먼스 AWD 21인치,353.0,11
강원특별자치도,철원군,현대자동차,Electrified GV70 AWD 20인치,365.0,11
강원특별자치도,철원군,현대자동차,Electrified GV70 AWD 19인치,389.0,11
강원특별자치도,철원군,현대자동차,아이오닉6 스탠다드 2WD 18인치,896.0,11
강원특별자치도,철원군,현대자동차,아이오닉6 롱레인지 2WD 18인치,971.0,11
강원특별자치도,철원군,현대자동차,아이오닉6 롱레인지 2WD 20인치,962.0,11
강원특별자치도,철원군,현대자동차,아이오닉6 롱레인지 AWD 18인치,971.0,11
강원특별자치도,철원군,현대자동차,아이오닉6 롱레인지 AWD 20인치,913.0,11
강원특별자치도,철원군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,794.0,11
강원특별자치도,철원군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,883.0,11
강원특별자치도,철원군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),800.0,11
강원특별자치도,철원군,현대자동차,아이오닉5 N,347.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,945.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,941.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,933.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,893.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,932.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,906.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,860.0,11
강원특별자치도,철원군,현대자동차,Electrified G80 AWD 19인치(2025),411.0,11
강원특별자치도,철원군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,805.0,11
강원특별자치도,철원군,현대자동차,Electrified GV70 AWD 20인치(2025),374.0,11
강원특별자치도,철원군,현대자동차,Electrified GV70 AWD 19인치(2025),398.0,11
강원특별자치도,철원군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),883.0,11
강원특별자치도,철원군,현대자동차,아이오닉9 성능형 AWD,414.0,11
강원특별자치도,철원군,현대자동차,아이오닉9 항속형 AWD,413.0,11
강원특별자치도,철원군,현대자동차,아이오닉9 항속형 2WD,417.0,11
강원특별자치도,철원군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),371.0,11
강원특별자치도,철원군,현대자동차,GV60 스탠다드 AWD 20인치(2025),398.0,11
강원특별자치도,철원군,현대자동차,GV60 스탠다드 AWD 19인치(2025),414.0,11
강원특별자치도,철원군,현대자동차,GV60 스탠다드 2WD 19인치(2025),434.0,11
강원특별자치도,철원군,기아,The all-new Kia Niro EV,837.0,11
강원특별자치도,철원군,기아,EV9 롱레인지 2WD 19인치,411.0,11
강원특별자치도,철원군,기아,EV9 롱레인지 2WD 20인치,408.0,11
강원특별자치도,철원군,기아,EV9 롱레인지 4WD 19인치,387.0,11
강원특별자치도,철원군,기아,EV9 롱레인지 4WD 21인치,396.0,11
강원특별자치도,철원군,기아,EV9 롱레인지 GTL 4WD 21인치,384.0,11
강원특별자치도,철원군,기아,더뉴EV6 롱레인지 4WD 20인치,886.0,11
강원특별자치도,철원군,기아,더뉴EV6 롱레인지 2WD 20인치,926.0,11
강원특별자치도,철원군,기아,더뉴EV6 롱레인지 4WD 19인치,929.0,11
강원특별자치도,철원군,기아,더뉴EV6 롱레인지 2WD 19인치,943.0,11
강원특별자치도,철원군,기아,EV3 롱레인지 2WD 17인치,845.0,11
강원특별자치도,철원군,기아,EV3 롱레인지 2WD 19인치,845.0,11
강원특별자치도,철원군,기아,EV3 스탠다드 2WD,716.0,11
강원특별자치도,철원군,기아,더뉴EV6 GT,347.0,11
강원특별자치도,철원군,기아,더뉴EV6 스탠다드,835.0,11
강원특별자치도,철원군,기아,EV9 스탠다드,362.0,11
강원특별자치도,철원군,기아,EV4 롱레인지 GTL 2WD 19인치,845.0,11
강원특별자치도,철원군,기아,EV4 스탠다드 2WD 19인치,734.0,11
강원특별자치도,철원군,기아,EV4 롱레인지 2WD 17인치,845.0,11
강원특별자치도,철원군,기아,EV4 롱레인지 2WD 19인치,845.0,11
강원특별자치도,철원군,기아,EV4 스탠다드 2WD 17인치,781.0,11
강원특별자치도,철원군,BMW,MINI Cooper SE,453.0,11
강원특별자치도,철원군,BMW,i4 eDrive40,282.0,11
강원특별자치도,철원군,BMW,i4 M50,257.0,11
강원특별자치도,철원군,BMW,iX1 xDrive30,230.0,11
강원특별자치도,철원군,BMW,i4 eDrive40 LCI,279.0,11
강원특별자치도,철원군,BMW,iX2 eDrive20,249.0,11
강원특별자치도,철원군,BMW,MINI Countryman SE ALL4,236.0,11
강원특별자치도,철원군,BMW,MINI Countryman E,248.0,11
강원특별자치도,철원군,BMW,MINI Aceman SE,457.0,11
강원특별자치도,철원군,BMW,i4 M50 LCI,264.0,11
강원특별자치도,철원군,BMW,MINI JCW Aceman E,225.0,11
강원특별자치도,철원군,BMW,MINI JCW E,219.0,11
강원특별자치도,철원군,BMW,MINI Aceman E,457.0,11
강원특별자치도,철원군,테슬라코리아,(단종)Model 3 RWD(2024),273.0,11
강원특별자치도,철원군,테슬라코리아,Model 3 Long Range,302.0,11
강원특별자치도,철원군,테슬라코리아,(단종)Model Y RWD,284.0,11
강원특별자치도,철원군,테슬라코리아,(단종)Model Y Long Range,275.0,11
강원특별자치도,철원군,테슬라코리아,(단종)Model Y Performance,285.0,11
강원특별자치도,철원군,테슬라코리아,Model 3 Performance,279.0,11
강원특별자치도,철원군,테슬라코리아,(단종)Model Y Long Range 19인치,302.0,11
강원특별자치도,철원군,테슬라코리아,Model 3 RWD,278.0,11
강원특별자치도,철원군,테슬라코리아,New Model Y Long Range,309.0,11
강원특별자치도,철원군,테슬라코리아,New Model Y RWD,281.0,11
강원특별자치도,철원군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),227.0,11
강원특별자치도,철원군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),227.0,11
강원특별자치도,철원군,메르세데스벤츠코리아,EQA250(Facelift),284.0,11
강원특별자치도,철원군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),230.0,11
강원특별자치도,철원군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),230.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,300.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,302.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,631.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,321.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,631.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,300.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,300.0,11
강원특별자치도,철원군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,329.0,11
강원특별자치도,철원군,케이지모빌리티,토레스 EVX 2WD 18인치,549.0,11
강원특별자치도,철원군,케이지모빌리티,토레스 EVX 2WD 20인치,524.0,11
강원특별자치도,철원군,케이지모빌리티,코란도 EV 2WD,508.0,11
강원특별자치도,철원군,케이지모빌리티,토레스 EVX 18인치,544.0,11
강원특별자치도,철원군,케이지모빌리티,토레스 EVX 20인치,529.0,11
강원특별자치도,철원군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,270.0,11
강원특별자치도,철원군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,211.0,11
강원특별자치도,철원군,볼보자동차코리아,볼보 EX30 Single Motor ER,369.0,11
강원특별자치도,철원군,비와이디코리아,BYD ATTO 3,217.0,11
강원특별자치도,철원군,기아,레이 EV 2WD 14인치 4인승 승용,668.0,11
강원특별자치도,철원군,기아,레이 EV 2WD 14인치 2인승 밴,668.0,11
강원특별자치도,철원군,기아,레이 EV 2WD 14인치 1인승 밴,668.0,11
강원특별자치도,철원군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,731.0,11
강원특별자치도,철원군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,731.0,11
강원특별자치도,철원군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,731.0,11
강원특별자치도,철원군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,731.0,11
강원특별자치도,철원군,쎄보모빌리티,(단종)CEVO-C SE,387.0,11
강원특별자치도,화천군,현대자동차,GV60 스탠다드 2WD 19인치,429.0,16
강원특별자치도,화천군,현대자동차,GV60 스탠다드 AWD 19인치,390.0,16
강원특별자치도,화천군,현대자동차,GV60 스탠다드 AWD 20인치,375.0,16
강원특별자치도,화천군,현대자동차,GV60 퍼포먼스 AWD 21인치,353.0,16
강원특별자치도,화천군,현대자동차,Electrified GV70 AWD 20인치,365.0,16
강원특별자치도,화천군,현대자동차,Electrified GV70 AWD 19인치,389.0,16
강원특별자치도,화천군,현대자동차,아이오닉6 스탠다드 2WD 18인치,896.0,16
강원특별자치도,화천군,현대자동차,아이오닉6 롱레인지 2WD 18인치,971.0,16
강원특별자치도,화천군,현대자동차,아이오닉6 롱레인지 2WD 20인치,962.0,16
강원특별자치도,화천군,현대자동차,아이오닉6 롱레인지 AWD 18인치,971.0,16
강원특별자치도,화천군,현대자동차,아이오닉6 롱레인지 AWD 20인치,913.0,16
강원특별자치도,화천군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,794.0,16
강원특별자치도,화천군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,883.0,16
강원특별자치도,화천군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),800.0,16
강원특별자치도,화천군,현대자동차,아이오닉5 N,347.0,16
