시도,시군구,제조사,모델,보조금,지역코드
전북특별자치도,임실군,비와이디코리아,BYD ATTO 3,302.0,204
전북특별자치도,임실군,기아,레이 EV 2WD 14인치 4인승 승용,888.0,204
전북특별자치도,임실군,기아,레이 EV 2WD 14인치 2인승 밴,888.0,204
전북특별자치도,임실군,기아,레이 EV 2WD 14인치 1인승 밴,888.0,204
전북특별자치도,임실군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,971.0,204
전북특별자치도,임실군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,971.0,204
전북특별자치도,임실군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,971.0,204
전북특별자치도,임실군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,971.0,204
전북특별자치도,임실군,쎄보모빌리티,(단종)CEVO-C SE,360.0,204
전북특별자치도,순창군,현대자동차,GV60 스탠다드 2WD 19인치,598.0,201
전북특별자치도,순창군,현대자동차,GV60 스탠다드 AWD 19인치,544.0,201
전북특별자치도,순창군,현대자동차,GV60 스탠다드 AWD 20인치,523.0,201
전북특별자치도,순창군,현대자동차,GV60 퍼포먼스 AWD 21인치,492.0,201
전북특별자치도,순창군,현대자동차,Electrified GV70 AWD 20인치,509.0,201
전북특별자치도,순창군,현대자동차,Electrified GV70 AWD 19인치,542.0,201
전북특별자치도,순창군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1206.0,201
전북특별자치도,순창군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1310.0,201
전북특별자치도,순창군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1298.0,201
전북특별자치도,순창군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1310.0,201
전북특별자치도,순창군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1229.0,201
전북특별자치도,순창군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1058.0,201
전북특별자치도,순창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1192.0,201
전북특별자치도,순창군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1077.0,201
전북특별자치도,순창군,현대자동차,아이오닉5 N,484.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1285.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1279.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1269.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1212.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1266.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1231.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1166.0,201
전북특별자치도,순창군,현대자동차,Electrified G80 AWD 19인치(2025),573.0,201
전북특별자치도,순창군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1096.0,201
전북특별자치도,순창군,현대자동차,Electrified GV70 AWD 20인치(2025),521.0,201
전북특별자치도,순창군,현대자동차,Electrified GV70 AWD 19인치(2025),554.0,201
전북특별자치도,순창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1192.0,201
전북특별자치도,순창군,현대자동차,아이오닉9 성능형 AWD,577.0,201
전북특별자치도,순창군,현대자동차,아이오닉9 항속형 AWD,575.0,201
전북특별자치도,순창군,현대자동차,아이오닉9 항속형 2WD,582.0,201
전북특별자치도,순창군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),248.0,201
전북특별자치도,순창군,현대자동차,GV60 스탠다드 AWD 20인치(2025),266.0,201
전북특별자치도,순창군,현대자동차,GV60 스탠다드 AWD 19인치(2025),277.0,201
전북특별자치도,순창군,현대자동차,GV60 스탠다드 2WD 19인치(2025),290.0,201
전북특별자치도,순창군,기아,The all-new Kia Niro EV,1132.0,201
전북특별자치도,순창군,기아,EV9 롱레인지 2WD 19인치,573.0,201
전북특별자치도,순창군,기아,EV9 롱레인지 2WD 20인치,569.0,201
전북특별자치도,순창군,기아,EV9 롱레인지 4WD 19인치,540.0,201
전북특별자치도,순창군,기아,EV9 롱레인지 4WD 21인치,552.0,201
전북특별자치도,순창군,기아,EV9 롱레인지 GTL 4WD 21인치,536.0,201
전북특별자치도,순창군,기아,더뉴EV6 롱레인지 4WD 20인치,1205.0,201
전북특별자치도,순창군,기아,더뉴EV6 롱레인지 2WD 20인치,1262.0,201
전북특별자치도,순창군,기아,더뉴EV6 롱레인지 4WD 19인치,1266.0,201
전북특별자치도,순창군,기아,더뉴EV6 롱레인지 2WD 19인치,1285.0,201
전북특별자치도,순창군,기아,EV3 롱레인지 2WD 17인치,1178.0,201
전북특별자치도,순창군,기아,EV3 롱레인지 2WD 19인치,1178.0,201
전북특별자치도,순창군,기아,EV3 스탠다드 2WD,999.0,201
전북특별자치도,순창군,기아,더뉴EV6 GT,484.0,201
전북특별자치도,순창군,기아,더뉴EV6 스탠다드,1137.0,201
전북특별자치도,순창군,기아,EV9 스탠다드,504.0,201
전북특별자치도,순창군,기아,EV4 롱레인지 GTL 2WD 19인치,1178.0,201
전북특별자치도,순창군,기아,EV4 스탠다드 2WD 19인치,1024.0,201
전북특별자치도,순창군,기아,EV4 롱레인지 2WD 17인치,1178.0,201
전북특별자치도,순창군,기아,EV4 롱레인지 2WD 19인치,1178.0,201
전북특별자치도,순창군,기아,EV4 스탠다드 2WD 17인치,1089.0,201
전북특별자치도,순창군,BMW,i4 eDrive40,394.0,201
전북특별자치도,순창군,BMW,i4 M50,358.0,201
전북특별자치도,순창군,BMW,iX1 xDrive30,321.0,201
전북특별자치도,순창군,BMW,i4 eDrive40 LCI,187.0,201
전북특별자치도,순창군,BMW,iX2 eDrive20,167.0,201
전북특별자치도,순창군,BMW,MINI Countryman SE ALL4,158.0,201
전북특별자치도,순창군,BMW,MINI Countryman E,166.0,201
전북특별자치도,순창군,BMW,MINI Aceman SE,306.0,201
전북특별자치도,순창군,BMW,i4 M50 LCI,177.0,201
전북특별자치도,순창군,테슬라코리아,(단종)Model 3 RWD(2024),381.0,201
전북특별자치도,순창군,테슬라코리아,Model 3 Long Range,421.0,201
전북특별자치도,순창군,테슬라코리아,(단종)Model Y RWD,384.0,201
전북특별자치도,순창군,테슬라코리아,(단종)Model Y Long Range,383.0,201
전북특별자치도,순창군,테슬라코리아,(단종)Model Y Performance,398.0,201
전북특별자치도,순창군,테슬라코리아,Model 3 Performance,390.0,201
전북특별자치도,순창군,테슬라코리아,(단종)Model Y Long Range 19인치,421.0,201
전북특별자치도,순창군,테슬라코리아,Model 3 RWD,388.0,201
전북특별자치도,순창군,테슬라코리아,New Model Y Long Range,431.0,201
전북특별자치도,순창군,테슬라코리아,New Model Y RWD,392.0,201
전북특별자치도,순창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),317.0,201
전북특별자치도,순창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),317.0,201
전북특별자치도,순창군,메르세데스벤츠코리아,EQA250(Facelift),396.0,201
전북특별자치도,순창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),321.0,201
전북특별자치도,순창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),321.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,419.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,421.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,880.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,448.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,880.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,419.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,419.0,201
전북특별자치도,순창군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,458.0,201
전북특별자치도,순창군,케이지모빌리티,토레스 EVX 2WD 18인치,759.0,201
전북특별자치도,순창군,케이지모빌리티,토레스 EVX 2WD 20인치,724.0,201
전북특별자치도,순창군,케이지모빌리티,코란도 EV 2WD,709.0,201
전북특별자치도,순창군,케이지모빌리티,토레스 EVX 18인치,759.0,201
전북특별자치도,순창군,케이지모빌리티,토레스 EVX 20인치,738.0,201
전북특별자치도,순창군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,377.0,201
전북특별자치도,순창군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,294.0,201
전북특별자치도,순창군,볼보자동차코리아,볼보 EX30 Single Motor ER,515.0,201
전북특별자치도,순창군,비와이디코리아,BYD ATTO 3,302.0,201
전북특별자치도,순창군,기아,레이 EV 2WD 14인치 4인승 승용,886.0,201
전북특별자치도,순창군,기아,레이 EV 2WD 14인치 2인승 밴,886.0,201
전북특별자치도,순창군,기아,레이 EV 2WD 14인치 1인승 밴,886.0,201
전북특별자치도,순창군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,971.0,201
전북특별자치도,순창군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,971.0,201
전북특별자치도,순창군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,971.0,201
전북특별자치도,순창군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,971.0,201
전북특별자치도,순창군,쎄보모빌리티,(단종)CEVO-C SE,360.0,201
전북특별자치도,고창군,현대자동차,GV60 스탠다드 2WD 19인치,598.0,195
전북특별자치도,고창군,현대자동차,GV60 스탠다드 AWD 19인치,544.0,195
전북특별자치도,고창군,현대자동차,GV60 스탠다드 AWD 20인치,523.0,195
전북특별자치도,고창군,현대자동차,GV60 퍼포먼스 AWD 21인치,492.0,195
전북특별자치도,고창군,현대자동차,Electrified GV70 AWD 20인치,509.0,195
전북특별자치도,고창군,현대자동차,Electrified GV70 AWD 19인치,542.0,195
전북특별자치도,고창군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1206.0,195
전북특별자치도,고창군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1310.0,195
전북특별자치도,고창군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1298.0,195
전북특별자치도,고창군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1310.0,195
전북특별자치도,고창군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1229.0,195
전북특별자치도,고창군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1058.0,195
전북특별자치도,고창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1192.0,195
전북특별자치도,고창군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1077.0,195
전북특별자치도,고창군,현대자동차,아이오닉5 N,484.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1285.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1279.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1269.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1212.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1266.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1231.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1166.0,195
전북특별자치도,고창군,현대자동차,Electrified G80 AWD 19인치(2025),573.0,195
전북특별자치도,고창군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1096.0,195
전북특별자치도,고창군,현대자동차,Electrified GV70 AWD 20인치(2025),521.0,195
전북특별자치도,고창군,현대자동차,Electrified GV70 AWD 19인치(2025),554.0,195
전북특별자치도,고창군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1192.0,195
전북특별자치도,고창군,현대자동차,아이오닉9 성능형 AWD,577.0,195
전북특별자치도,고창군,현대자동차,아이오닉9 항속형 AWD,575.0,195
전북특별자치도,고창군,현대자동차,아이오닉9 항속형 2WD,582.0,195
전북특별자치도,고창군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),517.0,195
전북특별자치도,고창군,현대자동차,GV60 스탠다드 AWD 20인치(2025),554.0,195
전북특별자치도,고창군,현대자동차,GV60 스탠다드 AWD 19인치(2025),577.0,195
전북특별자치도,고창군,현대자동차,GV60 스탠다드 2WD 19인치(2025),605.0,195
전북특별자치도,고창군,기아,The all-new Kia Niro EV,1132.0,195
전북특별자치도,고창군,기아,EV9 롱레인지 2WD 19인치,573.0,195
전북특별자치도,고창군,기아,EV9 롱레인지 2WD 20인치,569.0,195
전북특별자치도,고창군,기아,EV9 롱레인지 4WD 19인치,540.0,195
전북특별자치도,고창군,기아,EV9 롱레인지 4WD 21인치,552.0,195
전북특별자치도,고창군,기아,EV9 롱레인지 GTL 4WD 21인치,536.0,195
전북특별자치도,고창군,기아,더뉴EV6 롱레인지 4WD 20인치,1205.0,195
전북특별자치도,고창군,기아,더뉴EV6 롱레인지 2WD 20인치,1262.0,195
전북특별자치도,고창군,기아,더뉴EV6 롱레인지 4WD 19인치,1266.0,195
전북특별자치도,고창군,기아,더뉴EV6 롱레인지 2WD 19인치,1285.0,195
전북특별자치도,고창군,기아,EV3 롱레인지 2WD 17인치,1178.0,195
전북특별자치도,고창군,기아,EV3 롱레인지 2WD 19인치,1178.0,195
전북특별자치도,고창군,기아,EV3 스탠다드 2WD,999.0,195
전북특별자치도,고창군,기아,더뉴EV6 GT,484.0,195
전북특별자치도,고창군,기아,더뉴EV6 스탠다드,1137.0,195
전북특별자치도,고창군,기아,EV9 스탠다드,504.0,195
전북특별자치도,고창군,기아,EV4 롱레인지 GTL 2WD 19인치,1178.0,195
전북특별자치도,고창군,기아,EV4 스탠다드 2WD 19인치,1024.0,195
전북특별자치도,고창군,기아,EV4 롱레인지 2WD 17인치,1178.0,195
전북특별자치도,고창군,기아,EV4 롱레인지 2WD 19인치,1178.0,195
전북특별자치도,고창군,기아,EV4 스탠다드 2WD 17인치,1089.0,195
전북특별자치도,고창군,BMW,MINI Cooper SE,632.0,195
전북특별자치도,고창군,BMW,i4 eDrive40,394.0,195
전북특별자치도,고창군,BMW,i4 M50,358.0,195
전북특별자치도,고창군,BMW,iX1 xDrive30,321.0,195
전북특별자치도,고창군,BMW,i4 eDrive40 LCI,390.0,195
전북특별자치도,고창군,BMW,iX2 eDrive20,348.0,195
전북특별자치도,고창군,BMW,MINI Countryman SE ALL4,329.0,195
전북특별자치도,고창군,BMW,MINI Countryman E,346.0,195
전북특별자치도,고창군,BMW,MINI Aceman SE,638.0,195
전북특별자치도,고창군,BMW,i4 M50 LCI,369.0,195
전북특별자치도,고창군,BMW,MINI JCW Aceman E,315.0,195
전북특별자치도,고창군,BMW,MINI JCW E,306.0,195
전북특별자치도,고창군,BMW,MINI Aceman E,638.0,195
전북특별자치도,고창군,테슬라코리아,(단종)Model 3 RWD(2024),381.0,195
전북특별자치도,고창군,테슬라코리아,Model 3 Long Range,421.0,195
전북특별자치도,고창군,테슬라코리아,(단종)Model Y RWD,384.0,195
전북특별자치도,고창군,테슬라코리아,(단종)Model Y Long Range,383.0,195
전북특별자치도,고창군,테슬라코리아,(단종)Model Y Performance,398.0,195
전북특별자치도,고창군,테슬라코리아,Model 3 Performance,390.0,195
전북특별자치도,고창군,테슬라코리아,(단종)Model Y Long Range 19인치,421.0,195
전북특별자치도,고창군,테슬라코리아,Model 3 RWD,388.0,195
전북특별자치도,고창군,테슬라코리아,New Model Y Long Range,431.0,195
전북특별자치도,고창군,테슬라코리아,New Model Y RWD,392.0,195
전북특별자치도,고창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),317.0,195
전북특별자치도,고창군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),317.0,195
전북특별자치도,고창군,메르세데스벤츠코리아,EQA250(Facelift),396.0,195
전북특별자치도,고창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),321.0,195
전북특별자치도,고창군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),321.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,419.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,421.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,880.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,448.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,880.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,419.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,419.0,195
전북특별자치도,고창군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,458.0,195
전북특별자치도,고창군,케이지모빌리티,토레스 EVX 2WD 18인치,759.0,195
전북특별자치도,고창군,케이지모빌리티,토레스 EVX 2WD 20인치,724.0,195
전북특별자치도,고창군,케이지모빌리티,코란도 EV 2WD,709.0,195
전북특별자치도,고창군,케이지모빌리티,토레스 EVX 18인치,759.0,195
전북특별자치도,고창군,케이지모빌리티,토레스 EVX 20인치,738.0,195
전북특별자치도,고창군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,377.0,195
전북특별자치도,고창군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,294.0,195
전북특별자치도,고창군,볼보자동차코리아,볼보 EX30 Single Motor ER,515.0,195
전북특별자치도,고창군,비와이디코리아,BYD ATTO 3,302.0,195
전북특별자치도,고창군,기아,레이 EV 2WD 14인치 4인승 승용,888.0,195
전북특별자치도,고창군,기아,레이 EV 2WD 14인치 2인승 밴,888.0,195
전북특별자치도,고창군,기아,레이 EV 2WD 14인치 1인승 밴,888.0,195
전북특별자치도,고창군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,971.0,195
전북특별자치도,고창군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,971.0,195
전북특별자치도,고창군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,971.0,195
전북특별자치도,고창군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,971.0,195
전북특별자치도,고창군,쎄보모빌리티,(단종)CEVO-C SE,360.0,195
전북특별자치도,부안군,현대자동차,GV60 스탠다드 2WD 19인치,598.0,200
전북특별자치도,부안군,현대자동차,GV60 스탠다드 AWD 19인치,544.0,200
전북특별자치도,부안군,현대자동차,GV60 스탠다드 AWD 20인치,523.0,200
전북특별자치도,부안군,현대자동차,GV60 퍼포먼스 AWD 21인치,492.0,200
전북특별자치도,부안군,현대자동차,Electrified GV70 AWD 20인치,509.0,200
전북특별자치도,부안군,현대자동차,Electrified GV70 AWD 19인치,542.0,200
전북특별자치도,부안군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1206.0,200
전북특별자치도,부안군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1310.0,200
전북특별자치도,부안군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1298.0,200
전북특별자치도,부안군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1310.0,200
전북특별자치도,부안군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1229.0,200
전북특별자치도,부안군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1058.0,200
전북특별자치도,부안군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1192.0,200
전북특별자치도,부안군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1077.0,200
전북특별자치도,부안군,현대자동차,아이오닉5 N,484.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1285.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1279.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1269.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1212.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1266.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1231.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1166.0,200
전북특별자치도,부안군,현대자동차,Electrified G80 AWD 19인치(2025),573.0,200
전북특별자치도,부안군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1096.0,200
전북특별자치도,부안군,현대자동차,Electrified GV70 AWD 20인치(2025),521.0,200
전북특별자치도,부안군,현대자동차,Electrified GV70 AWD 19인치(2025),554.0,200
전북특별자치도,부안군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1192.0,200
전북특별자치도,부안군,현대자동차,아이오닉9 성능형 AWD,577.0,200
전북특별자치도,부안군,현대자동차,아이오닉9 항속형 AWD,575.0,200
전북특별자치도,부안군,현대자동차,아이오닉9 항속형 2WD,582.0,200
전북특별자치도,부안군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),517.0,200
전북특별자치도,부안군,현대자동차,GV60 스탠다드 AWD 20인치(2025),554.0,200
전북특별자치도,부안군,현대자동차,GV60 스탠다드 AWD 19인치(2025),577.0,200
전북특별자치도,부안군,현대자동차,GV60 스탠다드 2WD 19인치(2025),605.0,200
전북특별자치도,부안군,기아,The all-new Kia Niro EV,1132.0,200
전북특별자치도,부안군,기아,EV9 롱레인지 2WD 19인치,573.0,200
전북특별자치도,부안군,기아,EV9 롱레인지 2WD 20인치,569.0,200
전북특별자치도,부안군,기아,EV9 롱레인지 4WD 19인치,540.0,200
전북특별자치도,부안군,기아,EV9 롱레인지 4WD 21인치,552.0,200
전북특별자치도,부안군,기아,EV9 롱레인지 GTL 4WD 21인치,536.0,200
전북특별자치도,부안군,기아,더뉴EV6 롱레인지 4WD 20인치,1205.0,200
전북특별자치도,부안군,기아,더뉴EV6 롱레인지 2WD 20인치,1262.0,200
전북특별자치도,부안군,기아,더뉴EV6 롱레인지 4WD 19인치,1266.0,200
전북특별자치도,부안군,기아,더뉴EV6 롱레인지 2WD 19인치,1285.0,200
전북특별자치도,부안군,기아,EV3 롱레인지 2WD 17인치,1178.0,200
전북특별자치도,부안군,기아,EV3 롱레인지 2WD 19인치,1178.0,200
전북특별자치도,부안군,기아,EV3 스탠다드 2WD,999.0,200
전북특별자치도,부안군,기아,더뉴EV6 GT,484.0,200
전북특별자치도,부안군,기아,더뉴EV6 스탠다드,1137.0,200
전북특별자치도,부안군,기아,EV9 스탠다드,504.0,200
전북특별자치도,부안군,기아,EV4 롱레인지 GTL 2WD 19인치,1178.0,200
전북특별자치도,부안군,기아,EV4 스탠다드 2WD 19인치,1024.0,200
전북특별자치도,부안군,기아,EV4 롱레인지 2WD 17인치,1178.0,200
전북특별자치도,부안군,기아,EV4 롱레인지 2WD 19인치,1178.0,200
전북특별자치도,부안군,기아,EV4 스탠다드 2WD 17인치,1089.0,200
전북특별자치도,부안군,BMW,i4 eDrive40,394.0,200
전북특별자치도,부안군,BMW,i4 M50,358.0,200
전북특별자치도,부안군,BMW,iX1 xDrive30,321.0,200
전북특별자치도,부안군,BMW,i4 eDrive40 LCI,390.0,200
전북특별자치도,부안군,BMW,iX2 eDrive20,348.0,200
전북특별자치도,부안군,BMW,MINI Countryman SE ALL4,329.0,200
전북특별자치도,부안군,BMW,MINI Countryman E,346.0,200
전북특별자치도,부안군,BMW,MINI Aceman SE,638.0,200
전북특별자치도,부안군,BMW,i4 M50 LCI,369.0,200
전북특별자치도,부안군,테슬라코리아,(단종)Model 3 RWD(2024),381.0,200
전북특별자치도,부안군,테슬라코리아,Model 3 Long Range,421.0,200
전북특별자치도,부안군,테슬라코리아,(단종)Model Y RWD,384.0,200
전북특별자치도,부안군,테슬라코리아,(단종)Model Y Long Range,383.0,200
전북특별자치도,부안군,테슬라코리아,(단종)Model Y Performance,398.0,200
전북특별자치도,부안군,테슬라코리아,Model 3 Performance,390.0,200
전북특별자치도,부안군,테슬라코리아,(단종)Model Y Long Range 19인치,421.0,200
전북특별자치도,부안군,테슬라코리아,Model 3 RWD,388.0,200
전북특별자치도,부안군,테슬라코리아,New Model Y Long Range,431.0,200
전북특별자치도,부안군,테슬라코리아,New Model Y RWD,392.0,200
전북특별자치도,부안군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),317.0,200
전북특별자치도,부안군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),317.0,200
전북특별자치도,부안군,메르세데스벤츠코리아,EQA250(Facelift),396.0,200
전북특별자치도,부안군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),321.0,200
전북특별자치도,부안군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),321.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,419.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,421.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,880.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,448.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,880.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,419.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,419.0,200
전북특별자치도,부안군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,458.0,200
전북특별자치도,부안군,케이지모빌리티,토레스 EVX 2WD 18인치,759.0,200
전북특별자치도,부안군,케이지모빌리티,토레스 EVX 2WD 20인치,724.0,200
전북특별자치도,부안군,케이지모빌리티,코란도 EV 2WD,709.0,200
전북특별자치도,부안군,케이지모빌리티,토레스 EVX 18인치,759.0,200
전북특별자치도,부안군,케이지모빌리티,토레스 EVX 20인치,738.0,200
전북특별자치도,부안군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,377.0,200
전북특별자치도,부안군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,294.0,200
전북특별자치도,부안군,볼보자동차코리아,볼보 EX30 Single Motor ER,515.0,200
전북특별자치도,부안군,비와이디코리아,BYD ATTO 3,302.0,200
전북특별자치도,부안군,기아,레이 EV 2WD 14인치 4인승 승용,888.0,200
전북특별자치도,부안군,기아,레이 EV 2WD 14인치 2인승 밴,888.0,200
전북특별자치도,부안군,기아,레이 EV 2WD 14인치 1인승 밴,888.0,200
전북특별자치도,부안군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,971.0,200
전북특별자치도,부안군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,971.0,200
전북특별자치도,부안군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,971.0,200
전북특별자치도,부안군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,971.0,200
전북특별자치도,부안군,쎄보모빌리티,(단종)CEVO-C SE,360.0,200
전라남도,목포시,현대자동차,GV60 스탠다드 2WD 19인치,534.0,180
전라남도,목포시,현대자동차,GV60 스탠다드 AWD 19인치,486.0,180
